,0,,,1,,,2,,,3,,,4,,,5,,,6,,,7,,,8,,,9,,,10,,,11,,,12,,
part_id,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process,start_time,process_time,process
U611 AB18S,158,8,HP011,170,3,FP011,175,7,PP011,191,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U611 PS12S,161,14,HP023,169,18,FP023,185,7,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U611 PE31C,161,18,FP023,184,5,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U611 PB14C,162,14,HP023,164,32,FP023,185,7,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U611 AF31C,163,9,HP011,176,4,FP011,183,7,PP011,197,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U611 PE41C,163,18,HP023,168,42,FP023,191,11,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 B12P,163,1,HF010,170,1,HF020,185,1,HF031,203,5,HA011,211,8,HA031,217,5,HA021,225,10,HA041,246,3,FB021,253,1,HL011,,,Sink,,,,,,,,,
U614 A22C,163,1,HF010,170,1,HF020,185,1,HF031,197,15,HA011,211,26,HA031,246,2,FB011,252,17,HA041,275,4,FB021,296,8,PB011,326,1,PS023,329,1,HL023,,,Sink,,,
U614 B12S,163,1,HF010,170,1,HF020,185,1,HF031,204,5,HA011,212,8,HA031,220,3,HA021,226,10,HA041,247,3,FB021,253,1,HL011,,,Sink,,,,,,,,,
U611 AB18P,163,8,HP011,175,3,FP011,179,7,PP011,196,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 S13S,164,1,HF010,171,1,HF020,186,1,HF031,205,13,HA011,217,21,HA031,240,5,HA021,253,10,HA041,267,4,FB021,287,7,PB011,308,1,PS023,309,1,HL023,,,Sink,,,
U613 AE13C,164,10,HP011,179,8,FP011,193,6,PP011,214,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U611 PB16C,164,14,HP023,168,30,FP023,189,7,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 E21S,164,1,HF010,171,1,HF020,186,1,HF031,200,13,HA011,214,16,HA031,224,21,HA021,239,2,FB011,242,10,HA041,259,6,FB021,269,6,PB011,295,1,PS023,298,1,HL023,,,Sink
U614 E21P,164,1,HF010,171,1,HF020,186,1,HF031,198,13,HA011,212,14,HA031,220,14,HA021,228,2,FB011,240,10,HA041,255,5,FB021,268,6,PB011,295,1,PS023,298,1,HL023,,,Sink
U614 B51S,165,1,HF010,172,1,HF020,189,1,HF031,210,6,HA011,220,14,HA031,241,10,HA021,247,2,FB011,253,11,HA041,268,4,FB021,280,7,PB011,296,1,HL023,,,Sink,,,
U614 B51P,165,1,HF010,172,1,HF020,189,1,HF031,204,6,HA011,213,14,HA031,227,17,HA021,240,2,FB011,245,11,HA041,261,4,FB021,275,7,PB011,296,1,HL023,,,Sink,,,
U614 E41S,165,1,HF010,172,1,HF020,189,1,HF031,199,16,HA011,213,19,HA031,221,15,HA021,228,14,FB011,241,10,HA041,259,8,FB021,289,7,PB011,315,1,PS023,316,1,HL023,,,Sink
U612 PH21C,165,56,FP023,204,30,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U611 PS18S,165,10,HP023,176,6,FP023,184,5,PP023,191,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U611 PS14P,165,12,HP023,171,20,FP023,184,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 E41P,165,1,HF010,172,1,HF020,189,1,HF031,204,16,HA011,219,18,HA031,225,24,HA021,226,24,FB011,247,10,HA041,262,8,FB021,284,5,PB011,315,1,PS023,316,1,HL023,,,Sink
U614 E13C,165,1,HF010,172,1,HF020,189,1,HF031,205,5,HA021,213,14,HA041,241,2,FB021,245,1,HL011,,,Sink,,,,,,,,,,,,,,,
U614 S13P,168,1,HF010,175,1,HF020,190,1,HF031,205,13,HA011,214,24,HA031,239,5,HA021,252,10,HA041,267,4,FB021,284,8,PB011,305,1,PS023,308,1,HL023,,,Sink,,,
U614 E42P,168,1,HF010,175,1,HF020,190,1,HF031,205,16,HA011,220,18,HA031,226,24,HA021,238,11,FB011,249,10,HA041,263,8,FB021,290,5,PB011,315,1,PS023,316,1,HL023,,,Sink
U614 E42S,168,1,HF010,175,1,HF020,190,1,HF031,198,16,HA011,214,17,HA031,221,25,HA021,239,2,FB011,242,10,HA041,260,8,FB021,291,6,PB011,315,1,PS023,316,1,HL023,,,Sink
U614 S11S,169,1,HF010,176,1,HF020,191,1,HF031,210,7,HA011,220,8,HA031,226,17,HA021,239,2,FB011,242,13,HA041,263,4,FB021,275,8,PB011,295,1,PS023,296,1,HL023,,,Sink
U614 S11P,169,1,HF010,176,1,HF020,191,1,HF031,205,7,HA011,217,8,HA031,224,7,HA021,227,3,FB011,239,13,HA041,260,4,FB021,274,7,PB011,295,1,PS023,296,1,HL023,,,Sink
U611 PS14S,169,12,HP023,175,18,FP023,186,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 AB12C,169,8,HP011,182,6,FP011,191,7,PP011,212,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 AE12C,169,10,HP011,184,11,FP011,200,7,PP011,214,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 B14S,170,1,HF010,177,1,HF020,192,1,HF031,211,5,HA011,219,8,HA031,227,3,HA021,240,9,HA041,254,3,FB021,260,1,HL011,,,Sink,,,,,,,,,
U611 PS16P,170,11,FP023,170,27,HP023,189,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 B14P,170,1,HF010,177,1,HF020,192,1,HF031,210,5,HA011,218,8,HA031,224,5,HA021,239,9,HA041,253,3,FB021,260,1,HL011,,,Sink,,,,,,,,,
U614 S14P,171,1,HF010,179,1,HF020,193,1,HF031,207,13,HA011,219,23,HA031,242,5,HA021,255,10,HA041,269,4,FB021,287,8,PB011,311,1,PS023,312,1,HL023,,,Sink,,,
U614 E91C,171,1,HF010,179,1,HF020,193,1,HF031,207,5,HA011,219,10,HA031,226,18,HA021,240,2,FB011,245,10,HA041,260,8,FB021,274,6,PB011,291,1,PS023,,,Sink,,,
U611 PS18P,171,10,HP023,183,5,FP023,186,5,PP023,196,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 AB13C,171,8,HP011,184,6,FP011,192,7,PP011,212,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U611 PD11C,171,10,HP023,175,20,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 AA21C,172,9,HP011,186,3,FP011,191,8,PP011,213,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U611 PS16S,172,11,FP023,172,29,HP023,191,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U611 PF41C,172,8,FP023,172,24,HP023,191,4,PP023,197,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 S14S,172,1,HF010,182,1,HF020,196,1,HF031,212,13,HA011,224,21,HA031,247,5,HA021,260,10,HA041,274,5,FB021,290,8,PB011,315,1,PS023,316,1,HL023,,,Sink,,,
U614 S15P,172,1,HF010,182,1,HF020,196,1,HF031,210,13,HA011,220,23,HA031,245,12,HA021,249,5,FB011,256,10,HA041,270,4,FB021,289,7,PB011,311,1,PS023,312,1,HL023,,,Sink
U614 B15P,172,1,HF010,182,1,HF020,196,1,HF031,212,5,HA011,220,8,HA031,226,17,HA021,241,9,HA041,255,3,FB021,261,1,HL011,,,Sink,,,,,,,,,
U614 B15S,172,1,HF010,182,1,HF020,196,1,HF031,213,5,HA011,221,8,HA031,238,3,HA021,242,9,HA041,256,3,FB021,261,1,HL011,,,Sink,,,,,,,,,
U614 E23S,172,1,HF010,182,1,HF020,196,1,HF031,210,5,HA021,224,8,HA041,241,2,FB021,245,1,HL011,,,Sink,,,,,,,,,,,,,,,
U613 AB14C,175,8,HP011,186,6,FP011,196,7,PP011,212,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 S15S,175,1,HF010,183,1,HF020,197,1,HF031,213,13,HA011,225,30,HA031,249,11,HA021,254,3,FB011,261,10,HA041,275,5,FB021,291,8,PB011,315,1,PS023,316,1,HL023,,,Sink
U614 E22S,175,1,HF010,183,1,HF020,197,1,HF031,217,5,HA021,226,8,HA041,245,2,FB021,249,1,HL011,,,Sink,,,,,,,,,,,,,,,
U614 E23P,175,1,HF010,183,1,HF020,197,1,HF031,210,5,HA021,221,8,HA041,241,2,FB021,245,1,HL011,,,Sink,,,,,,,,,,,,,,,
U614 E52S,175,1,HF010,183,1,HF020,197,1,HF031,212,12,HA011,227,12,HA031,242,17,HA021,253,2,FB011,256,10,HA041,270,8,FB021,291,6,PB011,315,1,PS023,316,1,HL023,,,Sink
U611 PD12C,175,14,HP023,177,30,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 A21P,175,1,HF010,183,1,HF020,197,1,HF031,206,10,HA011,221,14,HA031,228,29,HA021,249,2,FB011,254,12,HA041,270,4,FB021,283,1,HL011,,,Sink,,,,,,
U614 A21S,175,1,HF010,183,1,HF020,197,1,HF031,210,10,HA011,225,14,HA031,239,23,HA021,253,2,FB011,256,12,HA041,274,4,FB021,283,1,HL011,,,Sink,,,,,,
U614 B16P,175,1,HF010,183,1,HF020,197,1,HF031,213,5,HA011,221,8,HA031,227,5,HA021,242,9,HA041,256,2,FB021,263,1,HL011,,,Sink,,,,,,,,,
U614 B16S,175,1,HF010,183,1,HF020,197,1,HF031,214,5,HA011,224,8,HA031,239,3,HA021,245,9,HA041,259,3,FB021,263,1,HL011,,,Sink,,,,,,,,,
U614 E52P,176,1,HF010,184,1,HF020,198,1,HF031,207,12,HA011,224,12,HA031,239,14,HA021,247,2,FB011,253,10,HA041,267,7,FB021,290,6,PB011,315,1,PS023,316,1,HL023,,,Sink
U611 PA22C,176,10,FP023,176,28,HP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 AB15C,176,8,HP011,189,6,FP011,197,7,PP011,212,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 E51S,176,1,HF010,184,1,HF020,198,1,HF031,213,14,HA011,238,9,HA031,240,14,HA021,247,5,FB011,254,14,HA041,274,8,FB021,290,6,PB011,315,1,PS023,316,1,HL023,,,Sink
U614 E22P,176,1,HF010,184,1,HF020,198,1,HF031,217,5,HA021,226,8,HA041,245,2,FB021,249,1,HL011,,,Sink,,,,,,,,,,,,,,,
U614 B52S,176,1,HF010,184,1,HF020,198,1,HF031,219,6,HA011,228,12,HA031,246,12,HA021,254,2,FB011,259,14,HA041,281,3,FB021,288,7,PB011,309,1,HL023,,,Sink,,,
U614 B17S,177,1,HF010,185,1,HF020,199,1,HF031,218,5,HA011,226,8,HA031,241,3,HA021,247,9,HA041,261,3,FB021,266,1,HL011,,,Sink,,,,,,,,,
U614 B52P,177,1,HF010,185,1,HF020,199,1,HF031,214,6,HA011,225,12,HA031,241,11,HA021,249,2,FB011,254,14,HA041,274,3,FB021,284,7,PB011,308,1,HL023,,,Sink,,,
U613 AB16C,177,8,HP011,190,3,FP011,193,7,PP011,212,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 F41P,177,1,HF010,185,1,HF020,199,1,HF031,212,15,HA011,225,24,HA031,240,10,HA021,246,2,FB011,252,16,HA041,274,5,FB021,288,6,PB011,309,1,PS023,310,1,HL023,,,Sink
U614 F41S,177,1,HF010,185,1,HF020,199,1,HF031,219,15,HA011,240,16,HA031,247,12,HA021,255,2,FB011,260,16,HA041,284,5,FB021,296,6,PB011,309,1,PS023,310,1,HL023,,,Sink
U611 PD14C,177,14,HP023,182,29,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 E51P,177,1,HF010,185,1,HF020,199,1,HF031,206,14,HA011,226,8,HA031,228,21,HA021,242,6,FB011,249,14,HA041,269,7,FB021,289,6,PB011,315,1,PS023,316,1,HL023,,,Sink
U614 B17P,177,1,HF010,185,1,HF020,199,1,HF031,217,5,HA011,225,8,HA031,238,5,HA021,246,9,HA041,260,3,FB021,266,1,HL011,,,Sink,,,,,,,,,
U614 S18S,179,1,HF010,186,1,HF020,200,1,HF031,217,13,HA011,226,22,HA031,240,7,HA021,245,3,FB011,249,13,HA041,268,4,FB021,282,8,PB011,301,1,PS023,302,1,HL023,,,Sink
U614 S18P,179,1,HF010,186,1,HF020,200,1,HF031,217,13,HA011,228,21,HA031,242,10,HA021,249,1,FB011,253,13,HA041,270,4,FB021,287,8,PB011,308,1,PS023,309,1,HL023,,,Sink
U613 AF21C,179,8,HP011,191,4,FP011,197,7,PP011,219,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 AB17C,179,8,HP011,191,3,FP011,196,7,PP011,212,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 S16P,182,1,HF010,189,1,HF020,203,1,HF031,217,13,HA011,227,30,HA031,254,10,HA021,260,2,FB011,263,10,HA041,281,4,FB021,294,8,PB011,316,1,PS023,317,1,HL023,,,Sink
U614 B11C,182,1,HF010,189,1,HF020,203,1,HF031,219,5,HA011,227,8,HA031,241,5,HA021,252,11,HA041,267,3,FB021,274,7,PB011,296,1,HL023,,,Sink,,,,,,
U614 S17P,183,1,HF010,190,1,HF020,204,1,HF031,218,13,HA011,228,30,HA031,255,10,HA021,261,2,FB011,266,10,HA041,282,4,FB021,295,8,PB011,316,1,PS023,317,1,HL023,,,Sink
U614 S16S,183,1,HF010,190,1,HF020,204,1,HF031,220,13,HA011,239,23,HA031,259,8,HA021,263,2,FB011,268,10,HA041,284,4,FB021,295,8,PB011,318,1,PS023,319,1,HL023,,,Sink
U611 PD16C,184,14,HP023,186,31,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 AA21C,184,9,HP011,197,3,FP011,200,8,PP011,226,1,HL023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 T15S,184,1,HF010,191,1,HF020,205,1,HF031,262,6,HA021,273,8,HA041,287,3,FB021,301,1,PS023,,,Sink,,,,,,,,,,,,,,,
U614 H31C,184,1,HF010,191,1,HF020,205,1,HF031,219,3,HA011,219,7,HA031,226,15,FB021,255,9,PB011,268,1,HL023,,,Sink,,,,,,,,,,,,
U613 AF31C,184,9,HP011,197,4,FP011,203,7,PP011,219,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 S17S,184,1,HF010,191,1,HF020,205,1,HF031,221,13,HA011,240,23,HA031,260,8,HA021,266,2,FB011,269,10,HA041,287,4,FB021,301,8,PB011,318,1,PS023,319,1,HL023,,,Sink
U613 AB18S,185,8,HP011,197,3,FP011,200,7,PP011,218,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 S19S,185,1,HF010,192,1,HF020,206,1,HF031,221,13,HA011,239,15,HA031,246,8,HA021,252,3,FB011,255,13,HA041,274,4,FB021,284,8,PB011,301,1,PS023,302,1,HL023,,,Sink
U614 S19P,185,1,HF010,192,1,HF020,206,1,HF031,221,13,HA011,241,13,HA031,249,8,HA021,254,2,FB011,259,13,HA041,280,4,FB021,289,8,PB011,308,1,PS023,309,1,HL023,,,Sink
U612 PB11C,186,18,HP023,190,39,FP023,214,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 S12P,189,1,HF010,196,1,HF020,210,1,HF031,220,13,HA011,241,12,HA031,247,5,HA021,256,9,HA041,269,4,FB021,284,7,PB011,305,1,PS023,308,1,HL023,,,Sink,,,
U612 PE11C,189,20,HP023,191,45,FP023,217,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 S12S,189,1,HF010,196,1,HF020,210,1,HF031,221,13,HA011,242,12,HA031,249,5,HA021,259,9,HA041,270,4,FB021,288,7,PB011,308,1,PS023,309,1,HL023,,,Sink,,,
U612 AB18S,189,8,HP011,199,3,FP011,204,7,PP011,225,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 AB18P,189,8,HP011,199,3,FP011,204,7,PP011,220,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U612 PB12C,190,14,HP023,192,29,FP023,212,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 AF21C,190,8,HP011,200,4,FP011,206,7,PP011,238,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 B58P,191,1,HF010,198,1,HF020,212,1,HF031,240,6,HA011,253,14,HA031,266,10,HA021,273,2,FB011,280,14,HA041,301,4,FB021,310,7,PB011,331,1,HL034,,,Sink,,,
U614 F21P,191,1,HF010,198,1,HF020,212,1,HF031,226,12,HA011,245,14,HA031,255,9,HA021,260,3,FB011,263,12,HA041,283,2,FB021,290,1,HL011,302,1,PS023,,,Sink,,,
U614 F21S,191,1,HF010,198,1,HF020,212,1,HF031,227,12,HA011,246,16,HA031,256,9,HA021,261,3,FB011,266,12,HA041,284,2,FB021,290,1,HL011,,,Sink,,,,,,
U611 PB18S,191,17,FP034,191,39,HP024,214,6,PP034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 PB14C,192,14,HP023,196,29,FP023,214,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 F31S,192,1,HF010,199,1,HF020,213,1,HF031,238,6,HA011,247,10,HA031,254,14,HA021,262,2,FB011,267,12,HA041,287,4,FB021,295,1,HL011,,,Sink,,,,,,
U614 F31P,192,1,HF010,199,1,HF020,213,1,HF031,228,6,HA011,246,10,HA031,254,13,HA021,261,3,FB011,266,12,HA041,284,4,FB021,295,1,HL011,304,1,PS023,,,Sink,,,
U612 PS12P,193,14,HP023,203,17,FP023,213,7,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 AF31C,193,9,HP011,206,4,FP011,212,7,PP011,238,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U612 PB16C,193,14,HP023,197,29,FP023,217,8,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 B58S,193,1,HF010,200,1,HF020,214,1,HF031,238,6,HA011,247,14,HA031,261,12,HA021,268,2,FB011,273,14,HA041,295,4,FB021,305,7,PB011,326,1,HL034,,,Sink,,,
U612 AB18P,193,8,HP011,205,3,FP011,210,7,PP011,226,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 PS18S,193,10,HP023,204,5,FP023,211,5,PP023,218,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U613 PF41C,196,8,FP023,196,21,HP023,212,4,PP023,219,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 B59P,196,1,HF010,203,1,HF020,217,1,HF031,242,6,HA011,254,12,HA031,266,9,HA021,270,5,FB011,275,14,HA041,298,3,FB021,311,7,PB011,331,1,HL034,,,Sink,,,
U614 F33C,196,1,HF010,203,1,HF020,217,1,HF031,249,10,HA031,255,14,HA021,263,2,FB011,268,13,HA041,289,4,FB021,295,1,HL011,,,Sink,,,,,,,,,
U612 PS12S,196,14,HP023,204,17,FP023,214,7,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U611 PB18P,196,15,HP024,198,29,FP034,217,6,PP034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U611 PF11C,197,22,HP024,199,47,FP034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 PS18P,198,10,HP023,207,7,FP023,212,5,PP023,220,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 B59S,198,1,HF010,205,1,HF020,219,1,HF031,241,6,HA011,253,12,HA031,266,7,HA021,274,14,HA041,296,3,FB021,305,7,PB011,326,1,HL034,,,Sink,,,,,,
U612 PE31C,198,18,FP023,220,5,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 B18P,199,1,HF010,206,1,HF020,220,1,HF031,253,5,HA011,261,8,HA031,267,5,HA021,275,9,HA041,290,3,FB021,296,1,HL011,,,Sink,,,,,,,,,
U612 AA31C,199,9,HP011,212,2,FP011,224,7,PP011,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U612 PS14P,200,12,HP023,206,19,FP023,218,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 H21C,200,1,HF010,207,1,HF020,221,1,HF031,242,4,HA031,242,9,HA011,249,4,HA041,255,8,FB021,268,1,HL023,,,Sink,,,,,,,,,,,,
U614 H22C,200,1,HF010,207,1,HF020,221,1,HF031,242,5,HA011,249,4,HA041,255,8,FB021,268,1,HL023,,,Sink,,,,,,,,,,,,,,,
U614 H23C,200,1,HF010,207,1,HF020,221,1,HF031,242,5,HA011,249,4,HA041,255,8,FB021,268,1,HL023,,,Sink,,,,,,,,,,,,,,,
U614 B19P,200,1,HF010,207,1,HF020,221,1,HF031,254,5,HA011,262,8,HA031,268,5,HA021,280,9,HA041,291,3,FB021,296,1,HL011,,,Sink,,,,,,,,,
U612 PE41C,200,18,HP023,205,42,FP023,228,18,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 T11P,203,1,HF010,210,1,HF020,224,1,HF031,246,6,HA021,256,8,HA041,268,3,FB021,289,3,FB031,295,1,PS023,296,1,HL023,,,Sink,,,,,,,,,
U614 T11S,203,1,HF010,210,1,HF020,224,1,HF031,247,6,HA021,259,8,HA041,269,3,FB021,289,4,FB031,295,1,PS023,296,1,HL023,,,Sink,,,,,,,,,
U614 T12S,203,1,HF010,210,1,HF020,224,1,HF031,249,6,HA021,260,8,HA041,273,3,FB021,296,1,PS023,298,1,HL023,,,Sink,,,,,,,,,,,,
U612 PS18P,203,10,HP023,212,5,FP023,218,5,PP023,226,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 F11C,203,1,HF010,210,1,HF020,224,1,HF031,247,5,HA011,256,7,HA031,259,14,HA021,267,2,FB011,270,16,HA041,296,4,FB021,310,7,PB011,332,1,PS023,333,1,HL034,,,Sink
U614 B18S,203,1,HF010,210,1,HF020,224,1,HF031,247,5,HA011,256,8,HA031,266,3,HA021,270,9,HA041,287,3,FB021,291,1,HL011,,,Sink,,,,,,,,,
U612 PS18S,204,10,HP023,213,7,FP023,218,5,PP023,225,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 T12P,204,1,HF010,211,1,HF020,225,1,HF031,247,6,HA021,259,8,HA041,269,3,FB021,280,3,FB031,296,1,PS023,298,1,HL023,,,Sink,,,,,,,,,
U614 D12S,204,1,HF010,211,1,HF020,225,1,HF031,249,5,HA011,259,7,HA031,261,11,HA021,269,1,FB011,273,8,HA041,287,4,FB021,298,5,PB011,317,1,PS023,318,1,HL023,,,Sink
U614 E39C,204,1,HF010,211,1,HF020,225,1,HF031,256,8,HA021,268,4,FB021,281,5,PB011,310,1,HL023,,,Sink,,,,,,,,,,,,,,,
U614 B19S,204,1,HF010,211,1,HF020,225,1,HF031,249,5,HA011,259,8,HA031,267,3,HA021,273,9,HA041,288,3,FB021,291,1,HL011,,,Sink,,,,,,,,,
U614 D12P,204,1,HF010,211,1,HF020,225,1,HF031,252,5,HA011,260,7,HA031,262,11,HA021,270,1,FB011,274,8,HA041,288,5,FB021,301,6,PB011,317,1,PS023,318,1,HL023,,,Sink
U612 PS14S,204,12,HP023,210,17,FP023,220,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 D11S,205,1,HF010,212,1,HF020,226,1,HF031,252,5,HA011,260,7,HA031,262,11,HA021,273,1,FB011,274,8,HA041,288,5,FB021,304,6,PB011,319,1,PS023,322,1,HL023,,,Sink
U614 D13P,205,1,HF010,212,1,HF020,226,1,HF031,266,5,HA021,274,1,FB011,280,8,HA041,290,4,FB021,302,6,PB011,317,1,PS023,318,1,HL023,,,Sink,,,,,,
U614 B13P,205,5,HA011,213,8,HA031,219,5,HA021,227,9,HA041,247,3,FB021,255,1,HL011,,,Sink,,,,,,,,,,,,,,,,,,
U611 PD18C,205,14,HP023,207,29,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 D11P,205,1,HF010,212,1,HF020,226,1,HF031,263,5,HA021,273,1,FB011,275,8,HA041,289,5,FB021,305,5,PB011,319,1,PS023,322,1,HL023,,,Sink,,,,,,
U612 PS16P,205,11,FP023,205,26,HP023,221,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U613 AA31C,206,9,HP011,219,2,FP011,238,7,PP011,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 T17S,206,1,HF010,213,1,HF020,227,1,HF031,259,6,HA021,268,8,HA041,282,3,FB021,301,1,PS023,302,1,HL023,,,Sink,,,,,,,,,,,,
U612 PD12C,206,14,HP023,210,29,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 B13S,206,5,HA011,214,8,HA031,228,9,HA041,249,3,FB021,255,1,HL011,,,Sink,,,,,,,,,,,,,,,,,,,,,
U614 D13S,206,1,HF010,213,1,HF020,227,1,HF031,253,5,HA011,261,7,HA031,263,11,HA021,273,1,FB011,275,8,HA041,289,4,FB021,301,6,PB011,317,1,PS023,318,1,HL023,,,Sink
U612 PS16S,207,11,FP023,207,26,HP023,225,6,PP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 A31S,207,1,HF010,214,1,HF020,228,1,HF031,245,13,HA011,266,10,HA031,273,15,HA021,282,3,FB011,287,12,HA041,305,3,FB021,311,1,HL011,,,Sink,,,,,,
U614 A31P,207,1,HF010,214,1,HF020,228,1,HF031,242,13,HA011,263,10,HA031,270,17,HA021,281,3,FB011,284,12,HA041,304,3,FB021,311,1,HL011,,,Sink,,,,,,
U612 PF41C,207,8,FP023,207,23,HP023,225,4,PP023,238,1,HL034,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,
U614 L11C,210,1,HF010,217,1,HF020,238,1,HF031,254,6,HA021,263,8,HA041,275,2,FB021,294,2,PS023,296,1,HL023,,,Sink,,,,,,,,,,,,
U614 L12C,210,1,HF010,217,1,HF020,238,1,HF031,254,6,HA021,263,8,HA041,275,2,FB021,295,2,PS023,298,1,HL023,,,Sink,,,,,,,,,,,,
U612 PD11C,210,10,HP023,212,19,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U614 F91C,210,1,HF010,217,1,HF020,238,1,HF031,263,8,HA021,275,4,FB021,288,5,PB011,310,1,HL023,,,Sink,,,,,,,,,,,,,,,
U614 T14S,211,1,HF010,218,1,HF020,239,1,HF031,256,6,HA021,267,8,HA041,281,3,FB021,298,1,PS023,301,1,HL023,,,Sink,,,,,,,,,,,,
U614 T14P,211,1,HF010,218,1,HF020,239,1,HF031,255,6,HA021,266,8,HA041,280,3,FB021,288,3,FB031,298,1,PS023,301,1,HL023,,,Sink,,,,,,,,,
U612 PD14C,211,14,HP023,213,29,FP023,,,Sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
